ID,RUC UBB,COD_DISTRI,FECHA DELITO,HORA,HOUR,DIA,DIA SEMANA,MES,AÑO,LUGAR OCURRENCIA,SITIO SUCESO,DOMICILIO,TIPO_ARMA,DIR_DELITO,DIR_GEOCODIFICADA,LAT,LON,DELITO
189,RLH_2009_0052,4,2009-01-28 00:00:00,00:00:00,00,Wednesday,JUEVES,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,COYHAIQUE 8674,NO ESPECIFICADO,COYHAIQUE 8674 HUALPEN CHILE,"PASAJE COIHAIQUE 8674, CONCEPCION, BIO-BIO 460, CHILE",-36.79516,-73.08748,ROBO EN LUGAR HABITADO ART. 440
190,RLH_2009_0053,5,2009-01-28 00:00:00,00:00:00,00,Wednesday,JUEVES,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,PATRIA VIEJA 985,NO ESPECIFICADO,PATRIA VIEJA 985 HUALPEN CHILE,"PATRIA VIEJA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7896398,-73.0979376,ROBO EN LUGAR HABITADO ART. 440
191,RLH_2009_0054,6,2009-01-28 00:00:00,00:00:00,00,Wednesday,JUEVES,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,PUERTO DE PALOS 28,MANOS Y PIES,PUERTO DE PALOS 28 HUALPEN CHILE,"PUERTO DE PALOS, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8019945,-73.0847829,ROBO EN LUGAR HABITADO ART. 440
194,RLH_2009_0056,3,2009-01-29 00:00:00,00:00:00,00,Thursday,VIERNES,January,2009,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,LOS FAISANES CON LOS GORRIONES ,MANOS Y PIES,LOS FAISANES  HUALPEN CHILE,"LOS FAISANES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7921688,-73.0825734,ROBO EN LUGAR HABITADO ART. 440
195,RPS_2009_0017,1,2009-01-29 00:00:00,00:00:00,00,Thursday,VIERNES,January,2009,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,CRACOVIA 2081,MANOS Y PIES,CRACOVIA 2081 HUALPEN CHILE,"CRACOVIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.784013,-73.113979,ROBO POR SORPRESA. ART. 436
196,RLNH_2009_0055,3,2009-01-29 00:00:00,00:00:00,00,Thursday,VIERNES,January,2009,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,LOS ZORZALES 7977,NO ESPECIFICADO,LOS ZORZALES 7977 HUALPEN CHILE,"LOS ZORZALES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.793982,-73.0810309,ROBO EN LUGAR NO HABITADO. ART. 442
197,RBNUP_2009_0032,4,2009-01-29 00:00:00,00:00:00,00,Thursday,VIERNES,January,2009,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,PUERTO OCTAY ,NO ESPECIFICADO,PUERTO OCTAY  HUALPEN CHILE,"PUERTO OCTAY, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7942643,-73.0916352,ROBO EN BIENES NAC
203,RCV_2009_0020,1,2009-01-29 00:00:00,00:00:00,00,Thursday,VIERNES,January,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,MONACO CON GRANBETAï¿½A ,MANOS Y PIES,MONACO  HUALPEN CHILE,"MONACO, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7896108,-73.1123954,ROBO CON VIOLENCIA. ART.436
208,RLH_2009_0058,2,2009-01-30 00:00:00,00:00:00,00,Friday,SABADO,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,LONDRES 2653,NO ESPECIFICADO,LONDRES 2653 HUALPEN CHILE,"LONDRES, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7866756,-73.1093256,ROBO EN LUGAR HABITADO ART. 440
212,RLH_2009_0061,3,2009-01-31 00:00:00,00:00:00,00,Saturday,DOMINGO,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,LAS PALOMAS 7745,NO ESPECIFICADO,LAS PALOMAS 7745 HUALPEN CHILE,"LAS PALOMAS, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7905488,-73.0798076,ROBO EN LUGAR HABITADO ART. 440
213,RLH_2009_0062,1,2009-01-31 00:00:00,00:00:00,00,Saturday,DOMINGO,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,LIVERPOOL 1997,CONTUNDENTE,LIVERPOOL 1997 HUALPEN CHILE,"LIVERPOOL, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7774177,-73.1142685,ROBO EN LUGAR HABITADO ART. 440
214,RLH_2009_0063,3,2009-01-31 00:00:00,00:00:00,00,Saturday,DOMINGO,January,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,MALLECO 8961,NO ESPECIFICADO,MALLECO 8961 HUALPEN CHILE,"MALLECO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7998297,-73.0818361,ROBO EN LUGAR HABITADO ART. 440
220,RCI_2009_0023,1,2009-02-01 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,YUGOESLAVIA CON GIBRALTAR ,FUEGO,YUGOESLAVIA  HUALPEN CHILE,"YUGOSLAVIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7814533,-73.1127997,ROBO CON INTIMIDACION. ART. 433
223,RLH_2009_0067,6,2009-02-01 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,NORFOLK 9742,NO ESPECIFICADO,NORFOLK 9742 HUALPEN CHILE,"PASAJE NORFOLK 9742, CONCEPCION, BIO-BIO 460, CHILE",-36.80454,-73.08156,ROBO EN LUGAR HABITADO ART. 440
224,RLH_2009_0068,1,2009-02-01 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,ROMA 2727,NO ESPECIFICADO,ROMA 2727 HUALPEN CHILE,"ROMA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7815322,-73.1131874,ROBO EN LUGAR HABITADO ART. 440
225,RCI_2009_0024,5,2009-02-02 00:00:00,00:00:00,00,Monday,MARTES,February,2009,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,ALEMANIA CON PATRIA VIEJA ,FUEGO,ALEMANIA  HUALPEN CHILE,"ALEMANIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7950334,-73.1060074,ROBO CON INTIMIDACION. ART. 433
237,RBNUP_2009_0038,2,2009-02-03 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,PALERMO 3249,NO ESPECIFICADO,PALERMO 3249 HUALPEN CHILE,"PALERMO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7807559,-73.0974459,ROBO EN BIENES NAC
238,RLNH_2009_0059,5,2009-02-03 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,ORGANIZACION PUBLICA Y/O SOCIAL,CENTROS DE CULTO,ALEMANIA 3153,NO ESPECIFICADO,ALEMANIA 3153 HUALPEN CHILE,"ALEMANIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7950334,-73.1060074,ROBO EN LUGAR NO HABITADO. ART. 442
240,RVM_2009_0004,6,2009-02-03 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,RECONQUISTA 4284,NO ESPECIFICADO,RECONQUISTA 4284 HUALPEN CHILE,"LA RECONQUISTA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7981102,-73.099802,ROBO DE VEHICULO MOTORIZADO ART. 443
243,RCI_2009_0028,5,2009-02-04 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CALLE BULGARIA CON CALLE GRANADA ,BLANCA,CALLE BULGARIA  HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7883424,-73.1040203,ROBO CON INTIMIDACION. ART. 433
244,RPS_2009_0019,1,2009-02-04 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,FINLANDIA CON GIBRALTAR ,MANOS Y PIES,FINLANDIA  HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7865782,-73.1171039,ROBO POR SORPRESA. ART. 436
245,RLH_2009_0072,6,2009-02-04 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,MARTIN PINZON 9444,NO ESPECIFICADO,MARTIN PINZON 9444 HUALPEN CHILE,"PASAJE MARTIN PINZON 9444, CONCEPCION, BIO-BIO 460, CHILE",-36.8027,-73.083,ROBO EN LUGAR HABITADO ART. 440
248,RCI_2009_0029,6,2009-02-05 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AV.COLON CON CAMPANARIO ,BLANCA,AV.COLON  HUALPEN CHILE,"AVENIDA COLON, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8060713,-73.0794928,ROBO CON INTIMIDACION. ART. 433
249,RBNUP_2009_0042,6,2009-02-05 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,ANTONIO PAREJA 9564,NO ESPECIFICADO,ANTONIO PAREJA 9564 HUALPEN CHILE,"PASAJE ANTONIO PAREJAS 9564, CONCEPCION, BIO-BIO 460, CHILE",-36.80527,-73.08402,ROBO EN BIENES NAC
258,RPS_2009_0021,5,2009-02-06 00:00:00,00:00:00,00,Friday,SABADO,February,2009,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,ALEMANIA CON FINLANDIA ,NO ESPECIFICADO,ALEMANIA  HUALPEN CHILE,"ALEMANIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7950334,-73.1060074,ROBO POR SORPRESA. ART. 436
259,RPS_2009_0022,5,2009-02-06 00:00:00,00:00:00,00,Friday,SABADO,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BULGARIA CON MARSELLA ,MANOS Y PIES,BULGARIA  HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7887463,-73.104009,ROBO POR SORPRESA. ART. 436
272,RCI_2009_0031,4,2009-02-08 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,AVENIDA CURANILAHUE CON AVENIDA LA RECON ,NO ESPECIFICADO,AVENIDA CURANILAHUE  HUALPEN CHILE,"AVENIDA CURANILAHUE, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7900345,-73.0906355,ROBO CON INTIMIDACION. ART. 433
273,RCV_2009_0024,6,2009-02-08 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,POSTDAM CON QUIRIHUE ,MANOS Y PIES,POSTDAM  HUALPEN CHILE,"PARQUE POSTDAM, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.80062435,-73.09445074,ROBO CON VIOLENCIA. ART.436
274,RLH_2009_0081,2,2009-02-08 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,AV. GRECIA 369,NO ESPECIFICADO,AVENIDA GRECIA 369 HUALPEN CHILE,"AVENIDA GRECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7866266,-73.0959639,ROBO EN LUGAR HABITADO ART. 440
275,RLH_2009_0082,4,2009-02-08 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,PATRIA NUEVA BLOCK 617 103,NO ESPECIFICADO,PATRIA NUEVA BLOCK 617 103 HUALPEN CHILE,"PASAJE PATRIA NUEVA 617, CONCEPCION, BIO-BIO 460, CHILE",-36.79182,-73.09397,ROBO EN LUGAR HABITADO ART. 440
277,RCV_2009_0025,5,2009-02-08 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BULGARIA CON PARIS ,NO ESPECIFICADO,BULGARIA  HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7887463,-73.104009,ROBO CON VIOLENCIA. ART.436
278,RCV_2009_0026,5,2009-02-08 00:00:00,00:00:00,00,Sunday,LUNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PATRIA VIEJA CON LAS PALMAS ,FUEGO,PATRIA VIEJA  HUALPEN CHILE,"PATRIA VIEJA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7895624,-73.1014707,ROBO CON VIOLENCIA. ART.436
281,RLH_2009_0085,1,2009-02-09 00:00:00,00:00:00,00,Monday,MARTES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PASAJE 4 CASA 4006,,PASAJE 4 CASA 4006 HUALPEN CHILE,"PASAJE 4, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7963128,-73.1095657,ROBO EN LUGAR HABITADO ART. 440
283,RBNUP_2009_0047,4,2009-02-09 00:00:00,00:00:00,00,Monday,MARTES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AVENIDA LAS GOLONDRINAS CON AVENIDA GRAN ,NO ESPECIFICADO,AVENIDA LAS GOLONDRINAS  HUALPEN CHILE,"AVENIDA LAS GOLONDRINAS, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7825182,-73.0875643,ROBO EN BIENES NAC
285,RLH_2009_0086,3,2009-02-09 00:00:00,00:00:00,00,Monday,MARTES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,PASAJE SAN AGUSTIN 7913,MANOS Y PIES,PASAJE SAN AGUSTIN 7913 HUALPEN CHILE,"PASAJE SAN AGUSTIN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.79125915,-73.08274287,ROBO EN LUGAR HABITADO ART. 440
286,RLH_2009_0087,1,2009-02-09 00:00:00,00:00:00,00,Monday,MARTES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,SARAGEVO 3545,NO ESPECIFICADO,SARAJEVO 3545 HUALPEN CHILE,"CALLE SARAJEVO, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7923512,-73.1090525,ROBO EN LUGAR HABITADO ART. 440
287,RCV_2009_0028,5,2009-02-09 00:00:00,00:00:00,00,Monday,MARTES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PEï¿½UELAS 2 CON PLAZOLETA ,MANOS Y PIES,PEï¿½UELAS 2 HUALPEN CHILE,"SEDE COMUNITARIA PEï¿½UELAS II, ATENAS, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7992139,-73.1044583,ROBO CON VIOLENCIA. ART.436
294,RLH_2009_0090,2,2009-02-10 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,CALLE NAPOLES 3688,,CALLE NAPOLES 3688 HUALPEN CHILE,"NAPOLES, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.785653,-73.0984109,ROBO EN LUGAR HABITADO ART. 440
299,RCV_2009_0031,2,2009-02-10 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,SUECIA 8135,MANOS Y PIES,SUECIA 8135 HUALPEN CHILE,"SUECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.783585,-73.0965938,ROBO CON VIOLENCIA. ART.436
301,RLH_2009_0091,3,2009-02-10 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,CURACAUTIN 9224,NO ESPECIFICADO,CURACAUTIN 9224 HUALPEN CHILE,"CURACAUTIN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7996121,-73.0826444,ROBO EN LUGAR HABITADO ART. 440
302,RCI_2009_0034,2,2009-02-11 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CERRO AMARILLO CON UBICADO FINLANDIA /ES ,NO ESPECIFICADO,CERRO AMARILLO  HUALPEN CHILE,"CERRO AMARILLO, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7838079,-73.10268008,ROBO CON INTIMIDACION. ART. 433
303,RLH_2009_0092,3,2009-02-11 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,CALLEJON 120 ,NO ESPECIFICADO,CALLEJON 120 HUALPEN CHILE,"CALLEJON CIENTO VEINTE 120, CONCEPCION, BIO-BIO 460, CHILE",-36.79124,-73.08656,ROBO EN LUGAR HABITADO ART. 440
308,RBNUP_2009_0053,1,2009-02-11 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,DESEMBOCADURA BIO BIO 1,NO ESPECIFICADO,DESEMBOCADURA BIO BIO 1 HUALPEN CHILE,"CAMINO A LA DESEMBOCADURA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7872418,-73.118962,ROBO EN BIENES NAC
309,RCI_2009_0035,6,2009-02-11 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AV. COLON 9000,OTRA,AVENIDA COLON 9000 HUALPEN CHILE,"AVENIDA COLON, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8060713,-73.0794928,ROBO CON INTIMIDACION. ART. 433
316,RCI_2009_0037,6,2009-02-12 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AV.COLON CON CAMPANARIO ,NO ESPECIFICADO,AV.COLON  HUALPEN CHILE,"AVENIDA COLON, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8060713,-73.0794928,ROBO CON INTIMIDACION. ART. 433
323,RBNUP_2009_0056,3,2009-02-12 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BIO BIO 28,NO ESPECIFICADO,BIO BIO 28 HUALPEN CHILE,"BIO BIO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7984686,-73.080997,ROBO EN BIENES NAC
324,RBNUP_2009_0057,1,2009-02-12 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,AUTOPISTA NRO. 9000,NO ESPECIFICADO,AUTOPISTA NRO. 9000 HUALPEN CHILE,"CAMINO A HUALPEN, CONCEPCION, BIO-BIO, CHILE",-36.78199,-73.11733,ROBO EN BIENES NAC
325,RLH_2009_0096,3,2009-02-12 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,COLON CON 8397 DPTO 31 ,NO ESPECIFICADO,COLON 31 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO EN LUGAR HABITADO ART. 440
330,RLH_2009_0098,1,2009-02-13 00:00:00,00:00:00,00,Friday,SABADO,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,BURDEOS 1980,NO ESPECIFICADO,BURDEOS 1980 HUALPEN CHILE,"BURDEOS, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7783738,-73.1150813,ROBO EN LUGAR HABITADO ART. 440
338,RLH_2009_0100,1,2009-02-13 00:00:00,00:00:00,00,Friday,SABADO,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,PASAJE ROMA 2288, ,PASAJE ROMA 2288 HUALPEN CHILE,"ROMA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7815322,-73.1131874,ROBO EN LUGAR HABITADO ART. 440
341,RPS_2009_0033,2,2009-02-14 00:00:00,00:00:00,00,Saturday,DOMINGO,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CALLE FLANDES CON CALLE PORTUGAL ,NO ESPECIFICADO,CALLE FLANDES  HUALPEN CHILE,"CALLE FLANDES, CONCEPCION, BIO-BIO 460, CHILE",-36.78073,-73.10341,ROBO POR SORPRESA. ART. 436
342,RCI_2009_0039,6,2009-02-14 00:00:00,00:00:00,00,Saturday,DOMINGO,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ï¿½IPAS CON TRANCURA ,FUEGO,ï¿½IPAS  HUALPEN CHILE,"ï¿½IPAS, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.800153,-73.0975633,ROBO CON INTIMIDACION. ART. 433
343,RCI_2009_0040,2,2009-02-14 00:00:00,00:00:00,00,Saturday,DOMINGO,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BELGICA CON SUIZA ,BLANCA,BELGICA  HUALPEN CHILE,"BELGICA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7824015,-73.1073705,ROBO CON INTIMIDACION. ART. 433
367,RCI_2009_0047,1,2009-02-16 00:00:00,00:00:00,00,Monday,MARTES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CALLE 1 CON CALLE 2 ,BLANCA,CALLE 1 2 HUALPEN CHILE,"CALLE 1, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7981646,-73.1093547,ROBO CON INTIMIDACION. ART. 433
370,RCV_2009_0040,1,2009-02-17 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETAï¿½A CON LAS GOLONDRINAS ,NO ESPECIFICADO,GRAN BRETAï¿½A  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON VIOLENCIA. ART.436
372,RLH_2009_0109,1,2009-02-17 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,GIBRALTAR 2465,NO ESPECIFICADO,GIBRALTAR 2465 HUALPEN CHILE,"GIBRALTAR, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7795296,-73.1143056,ROBO EN LUGAR HABITADO ART. 440
375,RPS_2009_0036,6,2009-02-17 00:00:00,00:00:00,00,Tuesday,MIERCOLES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PUERTO SAAVEDRA CON FRENTE PLAZOLETA ,NO ESPECIFICADO,PUERTO SAAVEDRA  HUALPEN CHILE,"PUERTO SAAVEDRA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.8025714,-73.0826196,ROBO POR SORPRESA. ART. 436
379,RCI_2009_0049,1,2009-02-18 00:00:00,00:00:00,00,Wednesday,JUEVES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,FINLANDIA CON BRISTOL ,BLANCA,FINLANDIA  HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7865782,-73.1171039,ROBO CON INTIMIDACION. ART. 433
383,RCV_2009_0043,5,2009-02-19 00:00:00,00:00:00,00,Thursday,VIERNES,February,2009,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CALLE GRECIA CON CALLE GENOVA ,MANOS Y PIES,CALLE GRECIA  HUALPEN CHILE,"AVENIDA GRECIA, CONCEPCION, BIO-BIO 460, CHILE",-36.7868,-73.10166,ROBO CON VIOLENCIA. ART.436
