codigo_aeropuerto;nombre;latitud;longitud;altura;zona_horaria;horario_verano;zona_horaria_iana
TVI;Thomasville Regional Airport;309.017.921;-838.811.285;264;-5;A;America/New_York
TVL;Lake Tahoe Airport;38.893.889;-119.995.278;8544;-8;A;America/Los_Angeles
TWA;Twin Hills Airport;59.074.444;-160.275;82;-9;A;America/Anchorage
TWD;Jefferson County Intl;480.314;-1.224.838;108;-8;A;America/Los_Angeles
TWF;Magic Valley Regional Airport;42.481.803;-114.487.733;4151;-7;A;America/Denver
TXK;Texarkana Rgnl Webb Fld;33.453.722;-93.991.028;390;-6;A;America/Chicago
TYE;Tyonek Airport;61.076.667;-151.138.056;110;-9;A;America/Anchorage
TYR;Tyler Pounds Rgnl;32.354.139;-95.402.386;544;-6;A;America/Chicago
TYS;Mc Ghee Tyson;35.810.972;-83.994.028;981;-5;A;America/New_York
TZR;Bolton Field;39.901.111;-83.136.944;905;-5;A;America/New_York
U76;Mountain Home Municipal Airport;431.316.111;-1.157.305.671;3167;-7;A;America/Denver
UCA;Union Station;43.104.167;-75.223.333;456;-5;A;America/New_York
UDD;Bermuda Dunes Airport;337.484.375;-1.162.748.133;73;-8;A;America/Los_Angeles
UDG;Darlington County Jetport;344.493.845;-798.900.608;192;-5;A;America/New_York
UES;Waukesha County Airport;430.410.278;-882.370.556;911;-6;A;America/Chicago
UGN;Waukegan Rgnl;42.422.161;-87.867.908;727;-6;A;America/Chicago
UIN;Quincy Regional Baldwin Field;399.427;-911.946;769;-6;A;America/Chicago
UMP;Indianapolis Metropolitan Airport;39.935.278;-86.045;811;-5;A;America/New_York
UNK;Unalakleet Airport;63.888.333;-160.798.889;21;-9;A;America/Anchorage
UPP;Upolu;20.265.256;-155.859.989;96;-10;A;Pacific/Honolulu
UST;St. Augustine Airport;29.959.167;-81.339.722;10;-5;A;America/New_York
UT3;Hite Airport;378.916.547;-1.103.840.289;3840;-7;A;America/Denver
UTM;Tunica Municipal Airport;34.681;-903.467;194;-6;A;America/Chicago
UTO;Indian Mountain Lrrs;65.992.794;-153.704.289;1220;-9;A;America/Anchorage
UUK;Ugnu-Kuparuk Airport;70.330.833;-1.495.975;67;-9;A;America/Anchorage
UUU;Newport State;41.533.056;-71.282.222;172;-5;A;America/New_York
UVA;Garner Field;29.215.429;-99.748.962;942;-6;A;America/Chicago
VAD;Moody Afb;30.967.833;-83.193;233;-5;A;America/New_York
VAK;Chevak Airport;615.338;-165.584;75;-9;A;America/Anchorage
VAY;South Jersey Regional Airport;399.428.889;-7.484.575;53;-5;A;America/New_York
VBG;Vandenberg Afb;34.737.333;-120.584.306;369;-8;A;America/Los_Angeles
VCT;Victoria Regional Airport;288.526;-969.185;115;-6;A;America/Chicago
VCV;Southern California Logistics;34.597.453;-117.382.997;2885;-8;A;America/Los_Angeles
VDF;Tampa Executive Airport;280.139.772;-823.452.778;22;-5;A;America/New_York
VDZ;Valdez Pioneer Fld;61.133.949;-146.248.342;118;-9;A;America/Anchorage
VEE;Venetie Airport;67.008.611;-146.366.389;574;-9;A;America/Anchorage
VEL;Vernal Regional Airport;40.440.833;-109.51;5278;-7;A;America/Denver
VGT;North Las Vegas Airport;362.106.944;-1.151.944.444;2205;-8;U;America/Los_Angeles
VIS;Visalia Municipal Airport;36.318.611;-119.392.778;295;-8;A;America/Los_Angeles
VLD;Valdosta Regional Airport;307.825;-832.767;203;-5;A;America/New_York
VNW;Van Wert County Airport;408.638.295;-84.606.358;787;-5;A;America/New_York
VNY;Van Nuys;34.209.811;-118.489.972;802;-8;A;America/Los_Angeles
VOK;Volk Fld;43.938.956;-90.253.433;912;-6;A;America/Chicago
VPC;Cartersville Airport;341.231.475;-848.487.067;759;-5;A;America/New_York
VPS;Eglin Afb;3.048.325;-865.254;87;-6;A;America/Chicago
VRB;Vero Beach Muni;27.655.556;-80.417.944;24;-5;A;America/New_York
VSF;Hartness State;43.343.333;-72.517.222;577;-5;A;America/New_York
VYS;Illinois Valley Regional;41.351.944;-89.153.056;654;-6;A;America/Chicago
W04;Ocean Shores Municipal;465.995;-1.240.854;15;-8;A;America/Los_Angeles
W13;Eagle's Nest Airport;38.076.944;-78.944.167;1437;-5;A;America/New_York
WAA;Wales Airport;656.225;-168.095;22;-9;A;America/Anchorage
WAL;Wallops Flight Facility;37.940.194;-75.466.389;40;-5;A;America/New_York
WAS;All Airports;38.889.444;-77.035.278;25;-5;A;America/New_York
WBB;Stebbins Airport;63.515.833;-162.278.056;14;-9;A;America/Anchorage
WBQ;Beaver Airport;66.362.222;-147.406.667;359;-9;A;America/Anchorage
WBU;Boulder Municipal;40.039.444;-105.225.833;5288;-7;A;America/Denver
WBW;Wilkes-Barre Wyoming Valley Airport;412.973.074;-758.522.405;543;-5;A;America/New_York
WDR;Barrow County Airport;339.828.611;-836.674.167;943;-5;A;America/New_York
WFB;Ketchikan harbor Seaplane Base;55.344.444;-131.663.333;0;-9;A;America/Anchorage
WFK;Northern Aroostook Regional Airport;47.285.556;-68.312.778;988;-5;A;America/New_York
WHD;Hyder Seaplane Base;55.903.333;-130.006.667;0;-8;A;America/Vancouver
WHP;Whiteman Airport;342.593.253;-1.184.134.331;1003;-8;A;America/Los_Angeles
WIH;Wishram Amtrak Station;456.576;-1.209.664;1;-8;A;America/Los_Angeles
WKK;Aleknagik Airport;592.826;-158.618;66;-9;A;America/Anchorage
WKL;Waikoloa Heliport;199.136;-155.864;109;-10;N;Pacific/Honolulu
WLK;Selawik Airport;66.6;-159.985.833;17;-9;A;America/Anchorage
WMO;White Mountain Airport;64.689.167;-163.412.778;267;-9;A;America/Anchorage
WRB;Robins Afb;32.640.144;-8.359.185;294;-5;A;America/New_York
WRG;Wrangell Airport;564.843;-132.37;44;-9;A;America/Anchorage
WRI;Mc Guire Afb;40.015.556;-74.591.667;131;-5;A;America/New_York
WRL;Worland Municipal Airport;439.657;-107.951;4227;-7;A;America/Denver
WSD;Condron Aaf;32.341.484;-10.640.277;3934;-7;A;America/Denver
WSJ;San Juan - Uganik Seaplane Base;57.730.278;-153.320.556;0;-9;A;America/Anchorage
WSN;South Naknek Airport;58.702.222;-1.570.025;162;-9;A;America/Anchorage
WST;Westerly State Airport;41.349.722;-71.803.333;81;-5;A;America/New_York
WSX;Westsound Seaplane Base;48.617.778;-122.952.778;0;-8;A;America/Los_Angeles
WTK;Noatak Airport;675.661;-162.975;88;-9;A;America/Anchorage
WTL;Tuntutuliak Airport;60.335.278;-162.666.944;16;-9;A;America/Anchorage
WWD;Cape May Co;39.008.507;-74.908.275;23;-5;A;America/New_York
WWP;North Whale Seaplane Base;56.116.389;-133.121.667;0;-9;A;America/Anchorage
WWT;Newtok Airport;60.939.167;-164.641.111;25;-9;U;America/Anchorage
WYS;Yellowstone Airport;44.688.333;-1.111.175;6644;-7;A;America/Denver
X01;Everglades Airpark;258.488.611;-813.902.778;5;-5;U;America/New_York
X04;Apopka;28.707.222;-81.581.667;143;-5;A;America/New_York
X07;Lake Wales Municipal Airport;278.938.056;-816.203.889;127;-5;A;America/New_York
X21;Arthur Dunn Airpark;28.622.552;-8.083.541;30;-5;A;America/New_York
X26;Sebastian Municipal;2.781.325;-804.955.833;21;-5;A;America/New_York
X39;Tampa North Aero Park;28.221.278;-82.374.555;68;-5;A;America/New_York
X49;South Lakeland Airport;279.333.581;-820.439.739;110;-5;A;America/New_York
X59;Valkaria Municipal;279.608.611;-805.583.333;26;-5;A;America/New_York
XFL;Flagler County Airport;292.821;-811.212;33;-5;A;America/New_York
XNA;NW Arkansas Regional;362.818.694;-943.068.111;1287;-6;A;America/Chicago
XZK;Amherst Amtrak Station AMM;42.375;-72.511.389;258;-5;A;America/New_York
Y51;Municipal Airport;435.793.603;-908.964.742;1292;-6;A;America/Chicago
Y72;Bloyer Field;439.762.222;-904.806.111;966;-6;A;America/Chicago
YAK;Yakutat;593.012;-1.393.937;33;-9;A;NA
YIP;Willow Run;42.237.928;-83.530.408;716;-5;A;America/New_York
YKM;Yakima Air Terminal McAllister Field;465.682;-120.544;1095;-8;A;America/Los_Angeles
YKN;Chan Gurney;428.711;-973.969;1200;-6;A;America/Chicago
YNG;Youngstown Warren Rgnl;41.260.736;-80.679.097;1196;-5;A;America/New_York
YUM;Yuma Mcas Yuma Intl;32.656.578;-11.460.598;216;-7;N;America/Phoenix
Z84;Clear;64.301.203;-149.120.144;552;-9;A;America/Anchorage
ZBP;Penn Station;39.307.222;-76.615.556;66;-5;A;America/New_York
ZFV;Philadelphia 30th St Station;399.557;-75.182;0;-5;A;America/New_York
ZPH;Municipal Airport;28.228.056;-82.155.833;90;-5;A;America/New_York
ZRA;Atlantic City Rail Terminal;393.665;-74.442;8;-5;A;America/New_York
ZRD;Train Station;375.343;-7.742.945;26;-5;A;America/New_York
ZRP;Newark Penn Station;40.734.722;-74.164.167;0;-5;A;America/New_York
ZRT;Hartford Union Station;4.176.888;-726.815;0;-5;A;America/New_York
ZRZ;New Carrollton Rail Station;38.948;-768.719;39;-5;A;America/New_York
ZSF;Springfield Amtrak Station;42.106;-72.593.054;65;-5;A;America/New_York
ZSY;Scottsdale Airport;336.228.889;-1.119.105.278;1519;-7;A;America/Phoenix
ZTF;Stamford Amtrak Station;41.046.937;-73.541.493;0;-5;A;America/New_York
ZTY;Boston Back Bay Station;423.478;-71.075;20;-5;A;America/New_York
ZUN;Black Rock;35.083.228;-108.791.778;6454;-7;A;America/Denver
ZVE;New Haven Rail Station;41.298.669;-72.925.992;7;-5;A;America/New_York
ZWI;Wilmington Amtrak Station;39.736.667;-75.551.667;0;-5;A;America/New_York
ZWU;Washington Union Station;3.889.746;-7.700.643;76;-5;A;America/New_York
ZYP;Penn Station;407.505;-739.935;35;-5;A;America/New_York
